Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
when a person aged 39 is added to a group of n people , the average age increases by 2 . when a person aged 15 is added instead , the average age decreases by 1 . what is the value of t ?;"""a simple and elegant solution . as addition of 39 , shifts mean by 2 , and addition of 15 , shifts mean by 1 to the other side , we have the mean lying between 3915 , and in a ratio of 2 : 1 39 - 15 = 24 24 divide by 3 is 8 . meaning mean of the n terms is 15 + 8 = 39 - 16 = 23 now , from first statement , when a person aged 39 is added to a group of n people , the average age increases by 2 . t * 23 + 39 = 25 * ( t + 1 ) t = 7 ans . ( a )""";subtract(divide(subtract(39, 15), add(2, 1)), 1);add(n1,n3)|subtract(n0,n2)|divide(#1,#0)|subtract(#2,n3)|;general;Q292;Easy;2023-07-28 07:20:00;2023-07-28 07:32:00;12,95
the average earning of a person for the first 4 days of a week is rs 18 and for the last 4 days is rs 22 . if he earns rs 20 on the fourth day , his average earning for the whole week is ?;total earning for the week = rs ( 4 × 18 + 4 × 22 - 20 ) = rs 140 average earning = rs 140 / 7 = rs 20 . answer : c;divide(subtract(add(multiply(4, 18), multiply(4, 22)), 20), add(const_4, const_3));add(const_3,const_4)|multiply(n0,n1)|multiply(n0,n3)|add(#1,#2)|subtract(#3,n4)|divide(#4,#0);general;Q630;Easy;2023-07-28 13:13:00;2023-07-28 13:29:00;16,78
3 different containers contain 50 litres , 100 litres and 150 litres of mixture of milk and water respectively . what is the biggest measure can measure all the different quantities exactly ?;m 1 = 50 litres m 2 = 100 litres m 3 = 150 litres required measurement = h . c . f . of m 1 , m 2 , m 3 = 50 litres answer is d;gcd(gcd(50, 100), 150);gcd(n1,n2)|gcd(n3,#0);physics;Q179;Hard;2023-07-29 00:15:00;2023-07-29 00:57:00;42,94
marty ' s pizza shop guarantees that their pizzas all have at least 75 % of the surface area covered with toppings , with a crust of uniform width surrounding them . if you order their best seller – a circular pizza with a diameter of 16 inches – what is the maximum width you can expect to see for the crust ?;total area = 8 * 8 * pi radius = 64 pi surface = . 75 * 64 * pi = 48 pi radius of surface = 4 sqrt ( 3 ) ~ 6.8 radius width = 8 - 6.8 = 1.2 answer : b;divide(subtract(16, multiply(sqrt(divide(divide(multiply(circle_area(divide(16, const_2)), 75), const_100), const_pi)), const_2)), const_2);divide(n1,const_2)|circle_area(#0)|multiply(n0,#1)|divide(#2,const_100)|divide(#3,const_pi)|sqrt(#4)|multiply(#5,const_2)|subtract(n1,#6)|divide(#7,const_2);geometry;Q052;Hard;2023-07-29 00:46:00;2023-07-29 01:43:00;57,79
compute all real solutions to 16 x + 4 x + 1 - 96 = 0;if we substitute y = 4 x , we have y 2 + 4 y - 96 = 0 , so y = - 4 or y = 8 . the first does not map to a real solution , while the second maps to x = 3 / 2 correct answer a;divide(subtract(4, 1), subtract(subtract(4, 1), 1));subtract(n1,n2)|subtract(#0,n2)|divide(#0,#1);general;Q069;Easy;2023-07-29 01:26:00;2023-07-29 01:40:00;14,06
each person in a group of 110 investors has investments in either equities or securities or both . exactly 25 of the investors in equities have investments in securities , and exactly 40 of the investors in securities have investments in equities . how many have investments in equities ?;explanation : the investors can be categorized into three groups : ( 1 ) those who have investments in equities only . ( 2 ) those who have investments in securities only . ( 3 ) those who have investments in both equities and securities . let x , y , and z denote the number of people in the respective categories . since the total number of investors is 110 , we have : - = > x + y + z = 110 - - - - - - - - - - - - - ( 1 ) . also , the number of people with investments in equities is x + z and the number of people with investments in securities is y + z . since exactly 25 % of the investors in equities have investments in securities , we have the equation = > ( 25 / 100 ) × ( x + z ) = z . = > ( 25 / 100 ) × x = 75 z / 100 . = > x = 3 z . - - - - - - - - - - - - - - ( 2 ) since exactly 40 % of the investors in securities have investments in equities , we have the equation = > ( 40 / 100 ) × ( y + z ) = z . = > ( y + z ) = 5 z / 2 . = > y = 3 z / 2 . - - - - - - - - - - - - - - - - - ( 3 ) substituting equations ( 2 ) and ( 3 ) into equation ( 1 ) gives : - = > 3 z + ( 3 z / 2 ) + z = 110 . = > 11 z / 2 = 110 . = > z = 110 × 2 / 11 = 20 . hence , the number of people with investments in equities is : = > x + z = 3 z + z = 3 × 20 + 20 = 60 + 20 = 80 . answer : b;multiply(divide(110, add(add(multiply(divide(divide(40, const_100), divide(25, const_100)), divide(25, const_100)), subtract(const_1, multiply(divide(divide(40, const_100), divide(25, const_100)), divide(25, const_100)))), subtract(divide(divide(40, const_100), divide(25, const_100)), multiply(divide(divide(40, const_100), divide(25, const_100)), divide(25, const_100))))), divide(divide(40, const_100), divide(25, const_100)));divide(n2,const_100)|divide(n1,const_100)|divide(#0,#1)|multiply(#2,#1)|subtract(const_1,#3)|subtract(#2,#3)|add(#3,#4)|add(#6,#5)|divide(n0,#7)|multiply(#8,#2);other;Q581;Medium;2023-07-30 06:50:00;2023-07-30 07:32:00;42,82
an angry arjun carried some arrows for fighting with bheeshm . with half the arrows , he cut down the arrows thrown by bheeshm on him and with 6 other arrows he killed the chariot driver of bheeshm . with one arrow each he knocked down respectively the chariot , the flag and the bow of bheeshm . finally , with one more than 4 times the square root of arrows he laid bheeshm unconscious on an arrow bed . find the total number of arrows arjun had .;x / 2 + 6 + 3 + 1 + 4 sqrt ( x ) = x x / 2 + 10 + 4 sqrt ( x ) = x 4 sqrt ( x ) = x / 2 - 10 squaring on both sides 16 x = x ² / 4 + 100 - 10 x simplifying x ² - 104 x + 400 = 0 x = 100 , 4 x = 4 is not possible therefore x = 100 answer : b;power(add(6, 4), const_2);add(n0,n1)|power(#0,const_2);general;Q083;Easy;2023-07-30 16:44:00;2023-07-30 17:05:00;21,59
when tom works alone he chops 3 lb . salad in 2 minutes , and when tammy works alone she chops 2 lb . salad in 3 minutes . they start working together , and after some time finish chopping 65 lb . of salad . of those 80 lb . , the salad quantity chopped by tom is what percent greater than the quantifying chopped by tommy ? .;"""tammy chops 4 lbs in 6 minutes tom chops 9 lbs in 6 minutes so in the same amount of time , tammy chops 125 % more than tom , since 9 is 125 % greater than 4 . so 125 % is the answer . note that the actual time does n ' t matter . if you multiply the time each work by x , you ' ll multiply the work each does by x , and 9 x is still 125 % greater than 4 x . ans : c""";multiply(divide(subtract(divide(2, 3), divide(const_2.0, 2)), divide(3, 2)), const_100);divide(const_3.0,const_2.0)|divide(const_2.0,n1)|subtract(#0,#1)|divide(#2,#1)|multiply(#3,const_100)|;physics;Q327;Medium;2023-07-30 21:36:00;2023-07-30 22:04:00;28,93
the radius of a circular wheel is 1.75 m , how many revolutions will it make in traveling 1 km ?;2 * 22 / 7 * 1.75 * x = 11000 x = 1000 answer : a;divide(multiply(multiply(multiply(const_pi, const_2), 1.75), const_1000), add(1, const_10));add(n1,const_10)|multiply(const_2,const_pi)|multiply(n0,#1)|multiply(#2,const_1000)|divide(#3,#0);physics;Q601;Easy;2023-08-01 11:31:00;2023-08-01 11:56:00;25,12
if the radius of a cylinder is doubled and so is the height , what is the new volume of the cylinder divided by the old one ?;let the radius be r and the the height be h . new radius = 2 r and height = 2 h . area ( new ) : area ( old ) = pi ∗ ( 2 r ) ^ 2 ∗ 2 h / pi ∗ r ^ 2 ∗ h = 8 : 1 . hence the answer is a .;divide(volume_cylinder(multiply(const_1, const_2), multiply(const_1, const_2)), volume_cylinder(const_1, const_1));multiply(const_1,const_2)|volume_cylinder(const_1,const_1)|volume_cylinder(#0,#0)|divide(#2,#1);geometry;Q408;Easy;2023-08-01 14:00:00;2023-08-01 14:17:00;17,57
the average of first six multiples of 3 is;"""solution average = 3 ( 1 + 2 + 3 + 4 + 5 + 6 ) / 6 = 63 / 6 . = 10.5 . answer a""";add(3, const_1);add(n0,const_1)|;general;Q569;Hard;2023-08-02 07:48:00;2023-08-02 08:08:00;20,99
the product of two numbers is 192 and the sum of these two numbers is 28 . what is the smaller of these two numbers ?;"""solution let the number be x and ( 28 - x ) = then , x ( 28 - x ) = 192 ‹ = › x 2 - 28 x + 192 = 0 . ‹ = › ( x - 16 ) ( x - 12 ) = 0 ‹ = › x = 16 or x = 12 . answer b""";sqrt(add(power(sqrt(subtract(28, multiply(const_2, 192))), const_2), multiply(const_4, 192)));multiply(n0,const_4)|multiply(n0,const_2)|subtract(n1,#1)|sqrt(#2)|power(#3,const_2)|add(#0,#4)|sqrt(#5)|;general;Q123;Easy;2023-08-03 04:10:00;2023-08-03 04:26:00;16,75
oil is poured into a tank so that the tank is being filled at the rate of 4 cubic feet per hour . if the empty rectangular tank is 9 feet long , 8 feet wide , and 5 feet deep , approximately how many hours does it take to fill the tank ?;the volume the tank is : length * width * depth = 9 * 8 * 5 = 360 cubic feet . 360 cubic feet / 4 cubic feet per hour = 90 hours . it will take 90 hours to fill the tank . the answer is d .;divide(volume_rectangular_prism(9, 8, 5), 4);volume_rectangular_prism(n1,n2,n3)|divide(#0,n0);physics;Q171;Medium;2023-08-03 17:30:00;2023-08-03 18:01:00;31,9
the speed of a boat in still water is 15 km / hr and the rate of the current is 3 km / hr . the distance travelled downstream in 12 minutes is;"""speed downstream = ( 15 + 3 ) km / hr = 18 km / hr . distance travelled = ( 18 x 12 / 60 ) hours = 3.6 km . answer d""";multiply(divide(12, const_60), add(15, 3));add(n0,n1)|divide(n2,const_60)|multiply(#0,#1)|;physics;Q213;Medium;2023-08-04 02:31:00;2023-08-04 02:42:00;11,25
a certain animal in the zoo has consumed 39 pounds of food in 6 days . if it continues to eat at the same rate , in how many more days will its total consumption be 117 pounds ?;ans is c : 39 pounds - - > 6 days 117 pounds - - > x days x = 117 * 6 / 39 = 18 the animal has already consumed food in 6 days so the the number of days for it ' s total consumption be 117 pounds is 18 - 6 = 12;subtract(divide(117, divide(39, 6)), 6);divide(n0,n1)|divide(n2,#0)|subtract(#1,n1);general;Q644;Easy;2023-08-04 04:15:00;2023-08-04 04:26:00;11,76
a set of consecutive positive integers beginning with 1 is written on the blackboard . a student came along and erased one number . the average of the remaining numbers is 35 * 7 / 17 . what was the number erased ?;explanation : let the higher number be n and x be the number erased . then ( ( n ( n + 1 ) / 2 ) + x ) / ( n + 1 ) = 35 * 7 / 17 = 602 / 17 hence , n = 69 and x = 7 satisfy the above conditions . answer : a;subtract(multiply(divide(floor(multiply(add(35, divide(7, 17)), const_2)), const_2), subtract(floor(multiply(add(35, divide(7, 17)), const_2)), const_1)), multiply(add(35, divide(7, 17)), subtract(subtract(floor(multiply(add(35, divide(7, 17)), const_2)), const_1), 1)));divide(n2,n3)|add(n1,#0)|multiply(#1,const_2)|floor(#2)|divide(#3,const_2)|subtract(#3,const_1)|multiply(#4,#5)|subtract(#5,n0)|multiply(#1,#7)|subtract(#6,#8);general;Q376;Easy;2023-08-04 10:33:00;2023-08-04 10:44:00;11,73
the lengths of the diagonals of a rhombus are 20 and 48 meters . find the perimeter of the rhombus ?;below is shown a rhombus with the given diagonals . consider the right triangle boc and apply pythagora ' s theorem as follows bc 2 = 10 ^ 2 + 24 ^ 2 and evaluate bc bc = 26 meters . we now evaluate the perimeter p as follows : p = 4 * 26 = 104 meters . answer is d;power(divide(20, const_2), const_2);divide(n0,const_2)|power(#0,const_2);geometry;Q159;Easy;2023-08-04 18:07:00;2023-08-04 18:16:00;9,73
during the first two weeks of june , the total rainfall in springdale was 40 inches . if the rainfall during the second week was 1.5 times the rainfall during the first week , what was the rainfall in inches during the second week of june ?;let x be the rainfall in the first week . then 1.5 x was the rainfall in the second week . 2.5 x = 40 x = 16 the rainfall during the second week was 1.5 * 16 = 24 inches the answer is d .;multiply(divide(40, add(const_1, 1.5)), 1.5);add(n1,const_1)|divide(n0,#0)|multiply(n1,#1);general;Q233;Medium;2023-08-04 18:15:00;2023-08-04 18:40:00;25,17
two men and 7 children complete a certain piece of work in 4 days while 4 men and 4 children complete the same work in only 3 days . the number of days required by 1 man to complete the work is;two men and 7 children complete a certain piece of work in 4 days or 8 men and 28 children complete a certain piece of work in 1 days 4 men and 4 children complete the same work in only 3 days . or 12 men and 12 children complete the same work in only 3 days . so 8 men + 28 children = 12 men + 12 children 1 man = 4 children 4 men and 4 children complete the same work in only 3 days or 4 men and 1 man ( in place of 4 children ) complete the same work in only 3 days or 5 men complete the same work in 3 days or 1 man will complete the same work in 5 * 3 = 15 days answer : b;divide(subtract(multiply(7, 4), add(4, 4)), subtract(divide(7, 3), 1));add(n1,n1)|divide(n0,n4)|multiply(n0,n1)|subtract(#2,#0)|subtract(#1,n5)|divide(#3,#4);physics;Q377;Hard;2023-08-05 17:28:00;2023-08-05 18:04:00;36,07
the total surface area of a solid hemisphere of diameter 14 cm , is :;sol . total surface area = 3 ∏ r ² = [ 3 * 22 / 7 * 7 * 7 ] cm ² = 462 cm ² answer a;multiply(multiply(const_3, const_pi), power(divide(14, const_2), const_2));divide(n0,const_2)|multiply(const_3,const_pi)|power(#0,const_2)|multiply(#1,#2);geometry;Q591;Easy;2023-08-05 22:49:00;2023-08-05 23:02:00;13,83
15 lts are taken of from a container full of liquid a and replaced with liquid b . again 15 more lts of the mixture is taken and replaced with liquid b . after this process , if the container contains liquid a and b in the ratio 9 : 16 , what is the capacity of the container h ?;"if you have a 37.5 liter capacity , you start with 37.5 l of a and 0 l of b . 1 st replacement after the first replacement you have 37.5 - 15 = 22.5 l of a and 15 l of b . the key is figuring out how many liters of a and b , respectively , are contained in the next 15 liters of mixture to be removed . the current ratio of a to total mixture is 22.5 / 37.5 ; expressed as a fraction this becomes ( 45 / 2 ) / ( 75 / 2 ) , or 45 / 2 * 2 / 75 . canceling the 2 s and factoring out a 5 leaves the ratio as 9 / 15 . note , no need to reduce further as we ' re trying to figure out the amount of a and b in 15 l of solution . 9 / 15 of a means there must be 6 / 15 of b . multiply each respective ratio by 15 to get 9 l of a and 6 l of b in the next 15 l removal . final replacement the next 15 l removal means 9 liters of a and 6 liters of b are removed and replaced with 15 liters of b . 22.5 - 9 = 13.5 liters of a . 15 liters of b - 6 liters + 15 more liters = 24 liters of b . test to the see if the final ratio = 9 / 16 ; 13.5 / 24 = ( 27 / 2 ) * ( 1 / 24 ) = 9 / 16 . choice c is correct .";divide(15, subtract(const_1, sqrt(divide(9, add(9, 16)))));add(n2,n3)|divide(n2,#0)|sqrt(#1)|subtract(const_1,#2)|divide(n0,#3);general;Q389;Hard;2023-08-06 10:09:00;2023-08-06 10:51:00;42,04
a dog breeder currently has 9 breeding dogs . 6 of the dogs have exactly 1 littermate , and 3 of the dogs have exactly 2 littermates . if 2 dogs are selected at random , what is the probability e that both selected dogs are not littermates ?;"""we have three pairs of dogs for the 6 with exactly one littermate , and one triplet , with each having exactly two littermates . so , in fact there are two types of dogs : those with one littermate - say a , and the others with two littermates - b . work with probabilities : choosing two dogs , we can have either one dog of type b or none ( we can not have two dogs both of type b ) . the probability of choosing one dog of type b and one of type a is 3 / 9 * 6 / 8 * 2 = 1 / 2 ( the factor of 2 for the two possibilities ba and ab ) . the probability e of choosing two dogs of type a which are not littermates is 6 / 9 * 4 / 8 = 1 / 3 ( choose one a , then another a which is n ' t the previous one ' s littermate ) . the required probability is 1 / 2 + 1 / 3 = 5 / 6 . find the probability for the complementary event : choose aa or bb . probability of choosing two dogs of type a who are littermates is 6 / 9 * 1 / 8 = 1 / 12 . probability of choosing two dogs of type b ( who necessarily are littermates ) is 3 / 9 * 2 / 8 = 1 / 12 . again , we obtain 1 - ( 1 / 12 + 1 / 12 ) = 5 / 6 . answer : c""";divide(const_5, 6);divide(const_5,n1)|;other;Q051;Hard;2023-08-06 12:39:00;2023-08-06 13:25:00;46,02
